# s_m; t_s; f_x_fl_N; f_y_fl_N; f_z_fl_N; f_x_fr_N; f_y_fr_N; f_z_fr_N;f_x_rl_N; f_y_rl_N; f_z_rl_N; f_x_rr_N;f_y_rr_N; f_z_rr_N;
279.0; 7.655; -35.7; 1555.8; 1646.5; -35.7; 3700.3; 4325.3; 371.0; 2002.6; 2180.7; 371.0; 4026.5; 4859.5
282.0; 7.746; -35.7; 1532.7; 1620.6; -35.7; 3671.9; 4285.6; 624.7; 2017.2; 2219.0; 624.7; 4005.8; 4883.9
285.0; 7.837; -35.7; 1509.9; 1595.5; -35.7; 3632.4; 4231.7; 938.6; 2022.8; 2273.4; 938.6; 3942.4; 4909.6
288.0; 7.928; -35.7; 1502.5; 1588.4; -35.7; 3586.7; 4171.9; 1210.6; 1997.1; 2335.4; 1210.6; 3800.3; 4918.9
291.0; 8.018; -35.7; 1511.1; 1600.4; -35.7; 3539.9; 4114.3; 1403.8; 1942.6; 2396.7; 1403.8; 3601.2; 4910.5
294.0; 8.108; -35.7; 1519.2; 1611.9; -35.7; 3505.6; 4073.8; 1534.5; 1899.2; 2441.7; 1534.5; 3453.6; 4903.5
297.0; 8.198; -35.7; 1521.0; 1614.3; -35.7; 3504.0; 4072.7; 1545.4; 1897.6; 2447.3; 1545.4; 3441.5; 4905.7
300.0; 8.287; -35.7; 1517.6; 1608.8; -35.7; 3529.5; 4102.9; 1462.8; 1929.4; 2421.2; 1462.8; 3538.3; 4915.3
303.0; 8.376; -35.7; 1513.2; 1601.6; -35.7; 3562.8; 4142.3; 1347.5; 1968.0; 2385.1; 1347.5; 3666.9; 4925.8
306.0; 8.465; -35.7; 1510.0; 1596.3; -35.7; 3590.8; 4176.0; 1244.4; 1998.1; 2353.9; 1244.4; 3775.8; 4933.7
309.0; 8.553; -35.7; 1508.1; 1593.4; -35.7; 3609.4; 4199.1; 1172.1; 2017.1; 2332.9; 1172.1; 3849.1; 4938.6
312.0; 8.642; -35.7; 1507.3; 1592.2; -35.7; 3619.2; 4211.8; 1133.1; 2026.7; 2322.0; 1133.1; 3888.1; 4941.6
315.0; 8.730; -35.7; 1507.3; 1592.2; -35.7; 3621.8; 4215.5; 1124.6; 2029.1; 2320.0; 1124.6; 3898.0; 4943.3
318.0; 8.819; -35.7; 1507.8; 1593.2; -35.7; 3617.8; 4211.4; 1143.2; 2025.5; 2325.9; 1143.2; 3882.7; 4944.0
321.0; 8.907; -35.7; 1508.9; 1595.5; -35.7; 3607.5; 4200.4; 1184.9; 2016.5; 2338.9; 1184.9; 3845.2; 4943.8
324.0; 8.996; -35.7; 1510.2; 1599.0; -35.7; 3591.3; 4184.6; 1242.3; 2003.3; 2357.2; 1242.3; 3791.1; 4942.7
327.0; 9.085; -35.7; 1511.2; 1603.8; -35.7; 3570.7; 4167.0; 1303.2; 1988.7; 2377.7; 1303.2; 3731.5; 4940.9
330.0; 9.173; -35.7; 1511.0; 1608.9; -35.7; 3548.2; 4152.1; 1353.6; 1976.9; 2395.9; 1353.6; 3681.2; 4939.0
333.0; 9.262; -35.7; 1508.8; 1613.7; -35.7; 3526.1; 4142.8; 1384.3; 1971.3; 2408.8; 1384.3; 3651.1; 4937.8
336.0; 9.350; -35.7; 1504.6; 1618.0; -35.7; 3504.4; 4138.8; 1396.4; 1972.1; 2416.4; 1396.4; 3641.2; 4937.3
339.0; 9.439; -35.7; 1498.8; 1622.1; -35.7; 3480.8; 4137.3; 1399.5; 1976.4; 2421.7; 1399.5; 3641.5; 4936.8
342.0; 9.528; -35.7; 1491.8; 1627.1; -35.7; 3451.5; 4134.0; 1406.2; 1980.3; 2428.7; 1406.2; 3638.6; 4935.7
345.0; 9.616; -35.7; 1483.4; 1634.0; -35.7; 3412.0; 4125.4; 1427.7; 1980.4; 2441.4; 1427.7; 3620.2; 4932.8
348.0; 9.704; -35.7; 1473.2; 1643.8; -35.7; 3356.9; 4108.1; 1472.7; 1974.2; 2463.0; 1472.7; 3576.9; 4927.3
351.0; 9.793; -35.7; 1460.0; 1657.9; -35.7; 3280.5; 4079.7; 1546.6; 1959.5; 2496.3; 1546.6; 3501.7; 4918.1
354.0; 9.881; -35.7; 1442.3; 1677.9; -35.7; 3176.2; 4038.2; 1651.9; 1934.0; 2543.4; 1651.9; 3389.7; 4903.8
357.0; 9.969; -35.7; 1417.7; 1705.2; -35.7; 3038.5; 3982.3; 1787.9; 1895.8; 2605.9; 1787.9; 3239.1; 4882.9
360.0; 10.058; -35.7; 1383.7; 1741.4; -35.7; 2863.8; 3911.7; 1951.5; 1842.9; 2684.2; 1951.5; 3051.1; 4854.6
